Id_bien;Type_bien ;No_voie;Type_de_voie;Voie;Code_type_de_voie;Code_voie;id_Commune
4373;Appartement;62;RUE;PIERRE DE COUBERTIN;0;300;28110
4374;Appartement;168;RUE;DE LA REPUBLIQUE;0;330;28209
4375;Appartement;5;RUE;JEAN MONNET;0;116;2885
4376;Appartement;55;RUE;DE LA MADELEINE;0;290;28191
4377;Appartement;4;RUE;DES MARAIS;0;2310;28391
4378;Appartement;6;RUE;DE L ETROIT DEGRE;0;1410;2885
4379;Appartement;81;RUE;DU GRAND FAUBOURG;0;1670;2885
4380;Appartement;25;RUE;DU BOURG;0;460;2885
4381;Appartement;30;RUE;CHAUVEAU LAGARDE;0;760;2885
4382;Appartement;24;RUE;DU FAUBOURG GUILLAUME;0;1440;28218
4383;Appartement;15;RUE;GEORGES VARLET;0;190;28201
4384;Appartement;9;RUE;DE LA PORTE CENDREUSE;0;3090;2885
4385;Appartement;1;AV;DE L'EUROPE;1;84;2815
4386;Appartement;8;AV;DE LA PAIX;1;154;28116
4387;Appartement;19;RUE;DU PETIT CHANGE;0;2800;2885
4388;Appartement;7;RUE;DU CHEMIN NEUF;0;38;2885
4389;Appartement;75;RUE;NATIONALE;0;165;2885
4390;Appartement;7;RUE;VOLTAIRE;0;4170;2885
4391;Appartement;5;RUE;SAINT ANDRE;0;3480;2815
4392;Appartement;13;RUE;DU FAUBOURG GUILLAUME;0;1440;2885
4393;Appartement;1;RUE;AVEDAM;0;230;2885
4394;Maison;59;RUE;RENE LANGLOIS;0;370;2888
4395;Maison;9;PL;DES HAUTS DE L'EURE;12;87;2888
4396;Appartement;9;RUE;JULES HETZEL;0;2105;2888
4397;Appartement;8;RUE;EMILE LABICHE;0;85;28334
4398;Appartement;2;PL;DES FUSILLES LA RESISTANCE;12;105;2888
4399;Appartement;10;RUE;DE VILLAINES;0;4140;2888
4400;Appartement;4;RUE;DU CARDINAL PIE;0;550;2888
4401;Appartement;16;RUE;JULES HETZEL;0;2105;2888
4402;Appartement;11;RUE;DE LA PORTE MORARD;0;3120;28134
4403;Appartement;27;;GRANDE RUE D EQUILLEMONT;8;B168;28134
4404;Appartement;50;RUE;DES COMTESSES;0;990;28134
4405;Appartement;17;RUE;SAINT JULIEN;0;3610;28134
4406;Appartement;24;RUE;DU MARECHAL LYAUTEY;0;930;28404
4407;Appartement;8;PL;DE SCHWEINFURT;12;1255;28134
4408;Appartement;13;RUE;DE LA MADELEINE;0;870;28134
4409;Maison;79;RTE;NATIONALE;3;179;28134
4410;Appartement;72;RUE;DE LA REPUBLIQUE;0;1150;28134
4411;Appartement;6;BD;TOUTAIN;15;1290;28213
4412;Appartement;68;BD;KELLERMANN;15;750;28404
4413;Appartement;4;PL;DE SCHWEINFURT;12;1255;28279
4414;Appartement;106;AV;DU GENERAL LECLERC;1;984;287
4415;Maison;7;AV;DES FENOTS;1;760;28134
4416;Appartement;10;PL;DU MUSEE;12;1680;2894
4417;Appartement;37;RUE;PARISIS;0;1830;28134
4418;Appartement;1;;RESIDENCE LA FORET;8;1295;28348
4419;Appartement;26;RUE;DE LA SABLONNIERE;0;2090;2889
4420;Appartement;8;RUE;DE VERNOUILLET;0;2300;28134
4421;Appartement;21;RUE;GROMARD;0;1130;28404
4422;Appartement;4;RUE;PORTE CHARTRAINE;0;1960;28279
4423;Appartement;20;RUE;DE VACHERESSES;0;210;28134
4424;Appartement;61;RTE;DE CRECY;3;510;28404
4425;Maison;54;ALL;DE PROVENCE;2;110;28134
4426;Appartement;1;AV;FOCH;1;551;28279
4427;Appartement;11;RUE;GODEAU;0;1050;28359
4428;Appartement;2;RUE;DU CARREFOUR;0;29;28359
4429;Appartement;25;RUE;SAINT THIBAULT;0;2180;28279
4430;Maison;1;RUE;GEORGES CLOAREC;0;60;28279
4431;Appartement;3;RUE;JEAN MOULIN;0;95;28113
4432;Appartement;7;PL;LOUIS PHILIPPE;12;1500;28279
4433;Appartement;10;BD;CONDORCET;15;485;28134
4434;Maison;26;RUE;PORTE CHARTRAINE;0;543;28404
4435;Appartement;16;RUE;DU DR JOUSSELIN;0;580;28280
4436;Appartement;12;BD;CONDORCET;15;485;28280
4437;Appartement;23;BD;DES MAILLOTIERES;15;1530;28280
4438;Maison;25;ALL;DU ROUSSILLON;2;131;28280
4439;Maison;8;AV;DU GEN LECLERC;1;402;29232
4440;Maison;19;AV;WINSTON CHURCHILL;1;696;29232
4441;Appartement;9999;PL;DE LA GARE;12;356;29232
4442;Maison;82;ALL;DE NORMANDIE;2;109;2946
4443;Appartement;6;RUE;DE VILLIERS;0;190;29232
4444;Appartement;31;RUE;DES PETITS SOULIERS;0;519;29232
4445;Appartement;3;PL;MESIRARD;12;1620;29232
4446;Appartement;16;BD;CONDORCET;15;485;29233
4447;Appartement;7;RUE;DOULLAY;0;510;2939
4448;Appartement;21;CLOS;COURONNET;56;A004;29233
4449;Appartement;13;RUE;DES BOUCHERS;0;180;2939
4450;Appartement;13;AV;DU MARECHAL FOCH;1;1070;29217
4451;Appartement;38;AV;DES GLENAN;1;1720;29233
4452;Appartement;5;ALL;DE LA PLEIADE;2;5182;2931
4453;Appartement;1;RUE;DU POHER;0;5185;29233
4454;Appartement;48;RUE;DES PROFESSEURS CURIE;0;960;29217
4455;Appartement;3;RUE;DES SEPT ILES;0;6120;2939
4456;Appartement;8;RUE;JACQUELINE DOMERGUE;0;2050;29233
4457;Appartement;23;RUE;DE LA PRAIRIE;0;5360;2931
4458;Appartement;17;IMP;ANDRE EVEN;10;44;2939
4459;Appartement;3;RUE;DE QUIMPER;0;2964;29233
4460;Appartement;13;RUE;THIERS;0;2070;29233
4461;Appartement;4;RUE;FREDERIC LE GUYADER;0;830;2939
4462;Appartement;19;RUE;PAUL SERUSIER;0;650;2919
4463;Appartement;7;RUE;ELLE;0;410;2919
4464;Maison;5856;RES;PIEROCEAN;18;A710;2919
4465;Appartement;12;QUAI;BRIZEUX;24;190;2919
4466;Maison;40;;COTEAU DE KERAMPERCHEC;8;D016;29260
4467;Appartement;97;AV;DE LA GARE;1;860;2919
4468;Appartement;69;RUE;DU COUEDIC;0;340;2919
4469;Maison;6112;RES;LE LOCMORAN;18;A460;2919
4470;Appartement;3;RUE;DES MAGNOLIAS;0;2255;2919
4471;Appartement;2;AV;DES CASTORS;1;230;2919
4472;Appartement;11;RUE;ELLE;0;410;2919
4473;Appartement;63;AV;ALAIN LE LAY;1;50;2919
4474;Appartement;62;RUE;DE LYON;0;3470;2919
4475;Appartement;9;RUE;DU VERCORS;0;5110;2919
4476;Appartement;32;RUE;MASSILLON;0;3675;2919
4477;Appartement;3;RUE;FAUTRAS;0;1630;2919
4478;Appartement;2;RUE;DES JARDINS;0;500;2919
4479;Appartement;2;RUE;GAL ARCHINARD;0;1891;2919
4480;Appartement;7;RUE;DU TINDUFF;0;4970;2919
4481;Appartement;14;RUE;ERNEST RENAN;0;1580;2919
4482;Appartement;37;RUE;VICTOR HUGO;0;5155;2919
4483;Appartement;1;RUE;FONCK;0;1660;2919
4484;Appartement;16;RUE;FRANCIS GARNIER;0;1708;2919
4485;Appartement;7;RUE;D OUESSANT;0;4010;2919
4486;Appartement;2;RUE;DIEUDONNE COSTES;0;1293;2919
4487;Appartement;12;RUE;DE CONCARNEAU;0;1105;2919
4488;Maison;50;RUE;ROBERT DOISNEAU;0;4581;2919
4489;Appartement;8;RUE;GEORGES MELOU;0;1990;2919
4490;Appartement;24;RUE;YVES COLLET;0;5260;2919
4491;Appartement;1;RUE;DE L EGLISE;0;1535;2919
4492;Appartement;27;RUE;TURENNE;0;5055;2919
4493;Appartement;34;RUE;MONGE;0;3855;2919
4494;Appartement;350;RUE;CAPITAINE ALFRED DREYFUS;0;755;2919
4495;Appartement;1;RUE;DU VERCORS;0;5110;2919
4496;Appartement;45;RUE;CHARLES BERTHELOT;0;835;2919
4497;Appartement;13;RUE;DE CHERBOURG;0;885;2919
4498;Appartement;53;RUE;DU DOURJACQ;0;1405;2919
4499;Appartement;7;RUE;WALDECK ROUSSEAU;0;5237;2919
4500;Appartement;27;RUE;D AIGUILLON;0;30;2919
4501;Appartement;13;RUE;FREGATE LA THETIS;0;1820;2919
4502;Appartement;2;RUE;DE POUL AR BACHET;0;4320;2919
4503;Appartement;21;RUE;CLEMENT MAROT;0;975;2919
4504;Appartement;24;RUE;DE POUL AR BACHET;0;4320;2919
4505;Appartement;11;RUE;DU DOURJACQ;0;1405;2919
4506;Appartement;42;RUE;PAUL BERT;0;4055;2919
4507;Appartement;6;RUE;COLONEL FONFERRIER;0;1025;2919
4508;Appartement;226;RUE;ANATOLE FRANCE;0;200;2919
4509;Appartement;24;RUE;LOUIS PIDOUX;0;3435;2919
4510;Appartement;13;RUE;DE LA PORTE;0;4290;2919
4511;Appartement;7;RUE;JOACHIM DU BELLAY;0;2365;2919
4512;Appartement;13;RUE;DU VERCORS;0;5110;2919
4513;Appartement;4;RUE;RAMEAU;0;4498;2919
4514;Appartement;3;RUE;AMIRAL BAUDIN;0;132;2919
4515;Appartement;25;RUE;DE LA PORTE;0;4290;2919
4516;Appartement;46;RUE;PAUL BERT;0;4055;2919
4517;Appartement;17;RUE;DE KER HEOL;0;2768;2919
4518;Appartement;3;RUE;DE LA REPUBLIQUE;0;4550;2919
4519;Appartement;5;AV;DE TARENTE;1;4933;2919
4520;Appartement;4;RUE;BORDA;0;525;2919
4521;Appartement;4;RUE;HENRI BILLANT;0;2175;2919
4522;Appartement;2;RUE;DES DEUX FRERES GUEZENEC;0;1275;2919
4523;Appartement;6;RUE;DE PONTANIOU;0;4270;2919
4524;Appartement;2;RUE;DU POURQUOI PAS;0;4382;2919
4525;Appartement;1;RUE;OCTAVE FEUILLET;0;3998;2919
4526;Appartement;52;RUE;MASSILLON;0;3675;2919
4527;Appartement;7;SQ;DE SWANSEA;51;4925;2919
4528;Appartement;21;RUE;DANTON;0;1210;2919
4529;Appartement;6;RUE;DES ECOLES;0;1500;2945
4530;Appartement;9;RUE;KERUSCUN;0;3026;29103
4531;Appartement;28;RUE;DE PENMARC H;0;4145;29103
4532;Appartement;16;RUE;CHATEAUBRIAND;0;875;29189
4533;Appartement;290;RUE;ANATOLE FRANCE;0;200;2922
4534;Appartement;95;RUE;HOCHE;0;2210;2942
4535;Maison;186;RUE;JACQUELINE MAILLAN;0;2249;29256
4536;Appartement;19;RUE;CLEMENT MAROT;0;975;29151
4537;Appartement;6;RUE;TOURVILLE;0;4990;29105
4538;Appartement;34;RUE;JEAN MERMOZ;0;2320;2923
4539;Maison;220;RUE;JACQUELINE MAILLAN;0;2249;29254
4540;Appartement;45;RUE;FELIX LE DANTEC;0;1640;29105
4541;Maison;6;;PARC DE LANN ROHOU;8;B190;29151
4542;Appartement;34;RUE;DE BREST;0;220;29105
4543;Appartement;2;RUE;DU DOCTEUR POULIQUEN;0;470;29188
4544;Appartement;9000;ESPA;FREZIER;13;A040;29151
4545;Appartement;48;RUE;DU GOLF;0;420;29188
4546;Appartement;108;BD;DE LA FRANCE LIBRE;15;245;29151
4547;Appartement;1;CHE;DES DUNES;5;27;2923
4548;Appartement;4;RUE;D AIGUILLON;0;30;29151
4549;Appartement;19;RUE;ALBERT DE MUN;0;10;29105
4550;Appartement;25;AV;F.LIBRES - RTE CORNICHE;1;1880;29239
4551;Maison;30;ALL;SAINT FRANCOIS;2;820;29151
4552;Appartement;6;ALL;VERTE;2;1230;29105
4553;Appartement;3;RPE;SAINT NICOLAS;57;2920;29151
4554;Appartement;7;PAS;SURCOUF;35;1145;29151
4555;Appartement;22;RTE;DES ROCHES JAUNES;3;2250;29239
4556;Appartement;34;PL;CHARLES DE GAULLE;12;526;29151
4557;Appartement;5486;RES;DE LA BAIE;18;A080;29151
4558;Appartement;10;RUE;DE PARIS;0;2270;29151
4559;Appartement;47;RUE;ANDRE COLIN;0;1705;20247
4560;Appartement;43;RUE;DE BREHAT;0;360;204
4561;Appartement;6;RUE;DU GENERAL MANGIN;0;410;204
4562;Appartement;25;PL;LACAZE DUTHIERS;12;520;20249
4563;Appartement;8;RUE;DE BREST;0;370;20249
4564;Appartement;34;BD;THIERRY D ARGENLIEU;15;1147;204
4565;Maison;4;RUE;DES AMANDIERS;0;61;204
4566;Appartement;26;RUE;DES BOUCHERS;0;330;204
4567;Appartement;11;CHE;DES DEUX ROCHES;5;160;20272
4568;Appartement;29;RUE;HAUTE;0;1290;20362
4569;Maison;15;RUE;DE BREST;0;370;20362
4570;Appartement;25;RUE;DE CALLAC;0;410;20249
4571;Appartement;6187;CHE;D'AGNAREDDA;5;516;204
4572;Appartement;9001;RES;COLLINES DU SALARIO;18;A118;20272
4573;Appartement;13;RUE;CARDINAL FESCH;0;225;2041
4574;Appartement;5000;;VIGNA MAJO;8;B146;2041
4575;Appartement;6;RUE;BONAPARTE;0;10;20130
4576;Appartement;9018;AV;DOCT NOEL FRANCHINI;1;442;20247
4577;Appartement;1;RES;LE MOZART;18;A226;2041
4578;Appartement;9001;RES;EMPIRE FINOSELLO;18;A126;20139
4579;Appartement;81;CRS;SOEUR AMELIE;4;400;2018
4580;Maison;6113;;SUVERA TORTA;8;B537;20272
4581;Appartement;6179;;PADULACCIA;8;B370;20249
4582;Appartement;9001;;HAMEAUX DE PROPRIANO;8;B060;20228
4583;Appartement;2;;QRT DES CANNES;8;204;204
4584;Appartement;247;;PASCIALELLA SOPRANA;8;B479;20130
4585;Appartement;15;PL;CARREGA;12;601;204
4586;Appartement;6572;;ILE CAVALLO;8;B186;204
4587;Appartement;5941;;VELTRO;8;B346;20228
4588;Appartement;9378;;ARMENTAJO;8;B030;20348
4589;Appartement;21;RUE;DORIA;0;186;2070
4590;Maison;5243;;SAN CIPRIANO;8;B152;204
4591;Appartement;5109;;COTRONE;8;B036;204
4592;Appartement;202;RUE;FELICIEN MARCHI;0;100;204
4593;Appartement;7235;RES;LAURORA;18;A016;20271
4594;Appartement;475;;LES RIVAGES DE LA STAGNOLA;8;A012;20249
4595;Appartement;9021;RUE;MARECHAL LYAUTEY;0;867;2021
4596;Appartement;5401;VGE;DE TERRA BELLA;58;A020;204
4597;Appartement;7;BD;ROI JEROME;15;1210;208
4598;Appartement;15;BD;ROI JEROME;15;1210;204
4599;Appartement;;;VALLE DI VIGNOLA;8;B176;204
4600;Appartement;5144;;VICO;8;B353;204
4601;Appartement;5163;;TIUCCIA;8;B156;20276
4602;Appartement;60;CRS;NAPOLEON;4;970;20362
4603;Appartement;5;RUE;DAVIN;0;410;20247
4604;Appartement;1;RES;PARC LUCIE BAT MURO;18;A552;204
4605;Appartement;;;EFFRICO;8;B081;2085
4606;Appartement;29;RUE;DU 9 SEPTEMBRE;0;300;20130
4607;Appartement;5065;;PESTA SALE;8;B079;20271
4608;Appartement;9001;RES;JARDINS FLEURIS PADULE;18;A167;20200
4609;Appartement;5278;;AUCCIULA;8;B030;204
4610;Appartement;9000;;PARC IMPERIAL AMBOISE;8;A550;2017
4611;Appartement;9001;RES;U PIOPU PADULE;18;A287;2070
4612;Appartement;9032;PARC;BELVEDERE;25;125;20247
4613;Appartement;5372;RES;DOMAINE DE L'ONDELLA;18;A006;2048
4614;Appartement;5924;;GIANZERRA;8;B265;204
4615;Maison;9368;;LDT SANTA GIULIA;8;403;20215
4616;Appartement;11;BD;MADAME MERE;15;850;20130
4617;Appartement;9643;;GABELLA;8;B087;204
4618;Appartement;5400;VGE;DE TERRA BELLA;58;A020;20198
4619;Appartement;5426;RES;DU PARC 4;18;A403;204
4620;Appartement;5091;;PALNECA;8;B204;2035
4621;Appartement;1;RES;DU PARC LUCIE LE MURANO;18;A088;2085
4622;Maison;5200;;TAMARICCIO;8;B252;204
4623;Appartement;5098;;GRONDINAJA;8;B075;204
4624;Appartement;;RUE;DU MARECHAL JUIN;0;200;20247
4625;Appartement;5229;;LA LISCIA;8;B080;204
4626;Appartement;3;RUE;COMTE BACCIOCHI;0;340;204
4627;Appartement;5015;;VIAGENTI;8;B214;204
4628;Maison;5789;;TERRA DI SOLE;8;B371;204
4629;Appartement;21;RUE;DOC DELL PELLEGRINO;0;440;20288
4630;Appartement;5231;;PORTO;8;B216;20271
4631;Appartement;9001;RES;ALZO DI SOLE ASPRETTO;18;A005;20272
4632;Appartement;5168;;L UOMO;8;B123;204
4633;Appartement;9641;;CAROSO;8;B047;20247
4634;Appartement;9001;RES;MEDITERRANEE;18;A210;20276
4635;Appartement;9;RUE;COL COLONNA D ORNANO;0;330;204
4636;Maison;5001;;FOCE INCESA;8;B187;20139
4637;Appartement;9016;RUE;DU 1ER BATAILLON CHOC;0;1150;204
4638;Appartement;12;CRS;GRANDVAL;4;680;20249
4639;Appartement;4;RUE;POZZO DI BORGO;0;1130;20269
4640;Appartement;9001;RES;VALLE SERENA;18;A830;20269
4641;Appartement;5762;;DICCIPPOLO;8;B210;20247
4642;Appartement;5416;RES;LES TERRASSES DU PARC J;18;A700;20271
4643;Appartement;97;PL;DE LA LIBERATION;12;320;208
4644;Appartement;9001;RES;JARDINS DE L EMPEREUR;18;A130;208
4645;Maison;5000;;LOT ALPLANA DI VETTA;8;A459;2048
4646;Appartement;5217;;IGLIASTROLO;8;B082;20139
4647;Appartement;2;PARC;BERTHAULT LES DRAGONNIERS;25;A059;204
4648;Appartement;5733;RES;LES JARDINS D ALZETU;18;A012;20189
4649;Appartement;72;RUE;CARDINAL FESCH;0;225;208
4650;Appartement;14;RUE;JEAN PANDOLFI;0;109;204
4651;Appartement;5507;;SOLENZARA;8;B222;204
4652;Appartement;5120;;SOLENZARA;8;B222;20228
4653;Appartement;6086;RES;LA MARINE DE MATONARA;18;A020;204
4654;Appartement;5421;RES;DU PARC 3;18;A402;204
4655;Appartement;5150;;STAGNO TONDO;8;B309;204
4656;Appartement;1;RES;HOTELIERE LES FLOTS BLEUS;18;A003;20247
4657;Appartement;5153;;LA LISCIA;8;B080;204
4658;Appartement;5839;DOM;DE SAINT CYPRIEN;59;A015;20247
4659;Appartement;9038;AV;PRESIDENT KENNEDY;1;1160;204
4660;Appartement;5367;;TENUTELLA;8;B417;204
4661;Maison;5179;;MOLINI;8;B200;204
4662;Appartement;;RES;CARRE BODICCIONE;18;A038;204
4663;Appartement;9011;AV;PRESIDENT KENNEDY;1;1160;204
4664;Maison;5087;;SORBELLA;8;B154;20249
4665;Appartement;24;RUE;CARDINAL FESCH;0;225;204
4666;Appartement;6;RUE;DOC DELL PELLEGRINO;0;440;2098
4667;Appartement;9001;RES;DES CANNES;18;A090;204
4668;Appartement;23;RES;SANTA GIULIA PALACE;18;A521;204
4669;Appartement;45;CRS;NAPOLEON;4;970;20249
4670;Appartement;6440;;LDT CONTI;8;102;20247
4671;Appartement;4;RUE;MAJOR LAMBROSCHINI;0;860;20247
4672;Appartement;9001;RES;MONTE MARE  AVE MAL JUIN;18;A214;2071
4673;Appartement;9028;PARC;BELVEDERE;25;125;20269
4674;Appartement;9001;RES;ECRINS RUBIS LE FINOSELLO;18;A133;20247
4675;Appartement;9001;RES;DES ILES  LE MAJORQUE;18;A158;20249
4676;Appartement;5;RTE;DE LA CORNICHE;3;35;20324
4677;Appartement;15;CRS;JEAN NICOLI;4;751;204
4678;Appartement;5023;;COTI;8;B107;20348
4679;Appartement;26;RUE;CARDINAL FESCH;0;225;204
4680;Appartement;;RES;LES COLLINES DU RICANTO;18;A857;204
4681;Appartement;8;RTE;DE LA CORNICHE;3;35;204
4682;Appartement;35;RES;SANTA GIULIA PALACE;18;A521;204
4683;Maison;9448;;PAVELLONE;8;288;204
4684;Appartement;5146;;ARIA DI FONTANA;8;B007;20362
4685;Appartement;32;;SOLENZARA;8;B222;20254
4686;Appartement;9325;;QRT LA MARINE;8;201;20139
4687;Appartement;3;;CHATEAU D IF;8;B029;204
4688;Appartement;5260;;CASAMAJO;8;B050;204
4689;Appartement;14;BD;J ET B MAGLIOLI;15;765;204
4690;Maison;5384;;SOLANA;8;B311;204
4691;Appartement;9020;RES;GENETS D'ALZO;18;A700;204
4692;Appartement;9001;PARC;BERTHAULT  L'ALCYON;25;A049;204
4693;Appartement;2;RUE;DES POMMIERS;0;1100;2032
4694;Appartement;9001;RES;L'OREE DU BOIS  RN 193;18;A193;20249
4695;Appartement;9014;RUE;COL COLONNA D ORNANO;0;330;204
4696;Appartement;5000;RES;LES HAMEAUX DE PINARELLO;18;A020;20139
4697;Appartement;5082;;CASTELLO;8;B074;204
4698;Maison;5002;;MARCHETTA;8;B091;20249
4699;Appartement;6;;JARDINS DE CAMPO DELL'ORO;8;1461;20247
4700;Appartement;9001;RES;COLLINES PIETRALBA II;18;A030;20247
4701;Appartement;9001;RES;LES HORIZONS;18;A448;2041
4702;Appartement;9001;RES;DES ILES  LE SICILE;18;A156;204
4703;Appartement;109;CRS;NAPOLEON;4;970;204
4704;Appartement;6;BD;FRED SCAMARONI;15;580;204
4705;Appartement;9591;;SUARALTA;8;B144;2032
4706;Appartement;8;RUE;FRED SCAMARONI;0;70;20212
4707;Appartement;9001;RES;LAETIZIA V LE PANORAMIC;18;A187;20348
4708;Appartement;5566;;SAN CIPRIANO;8;B152;20247
4709;Appartement;77;CRS;NAPOLEON;4;970;2090
4710;Appartement;29;AV;NAPOLEON III;1;181;20139
4711;Appartement;9001;RES;MARINA;18;A498;2098
4712;Appartement;9015;;QRT OSPEDALE;8;265;20249
4713;Appartement;5;RUE;DU PALAIS;0;400;204
4714;Appartement;1;RUE;MISS CAMPBELL;0;960;204
4715;Appartement;86;RUE;CARDINAL FESCH;0;225;20119
4716;Appartement;9003;RUE;DU COMMANDANT BENIELLI;0;130;204
4717;Appartement;9504;;MACINA;8;B080;204
4718;Appartement;5222;;PIANA;8;B126;20103
4719;Appartement;5357;;RINICCIO;8;B291;204
4720;Appartement;9005;;LDT ARUTOLI;8;16;204
4721;Appartement;5182;;SAGONE;8;B223;204
4722;Appartement;5001;;MORILICCIA;8;B097;204
4723;Maison;5038;;PETINELLO SOTTANO;8;B215;204
4724;Appartement;5;RTE;DE LA CORNICHE;3;35;204
4725;Appartement;19;RUE;DU 9 SEPTEMBRE;0;300;20312
4726;Appartement;2;MTE;SAINT JEAN;14;1245;204
4727;Appartement;9049;RTE;SAINT JOSEPH;3;1251;204
4728;Appartement;5009;;CUDETA;8;B060;20288
4729;Appartement;9002;AV;PRESIDENT KENNEDY;1;1160;204
4730;Appartement;5;RUE;DOC DELL PELLEGRINO;0;440;204
4731;Maison;5121;;LA BARRIERE;8;B008;204
4732;Appartement;9103;CHE;DE BIANCARELLO;5;160;204
4733;Maison;9007;;SAN BIAGGIO;8;B231;20247
4734;Appartement;7;RUE;ROI DE ROME;0;1200;204
4735;Appartement;9053;RUE;MARECHAL LYAUTEY;0;867;204
4736;Appartement;9029;RUE;PAUL COLONNA D ISTRIA;0;1049;2090
4737;Appartement;103;CRS;NAPOLEON;4;970;2041
4738;Appartement;5092;;CEPPO;8;B064;20130
4739;Appartement;9012;AV;PRESIDENT KENNEDY;1;1160;20247
4740;Appartement;9030;CHE;DE BIANCARELLO;5;160;204
4741;Maison;5029;;LE VILLAGE;8;B680;204
4742;Appartement;9001;RES;LES VIOLETTES  ASPRETTO;18;A851;204
4743;Appartement;9018;CHE;DE BIANCARELLO;5;160;20130
4744;Appartement;8;RUE;COL COLONNA D ORNANO;0;330;208
4745;Appartement;9106;CHE;DE BIANCARELLO;5;160;204
4746;Maison;5004;;LDT CARRUCCINO;8;86;20139
4747;Appartement;14;RUE;MICHEL BOZZI;0;950;204
4748;Appartement;16;CRS;NAPOLEON;4;970;20349
4749;Appartement;5006;;COSTA PRUNI;8;B078;204
4750;Appartement;5102;;ORTO DOLCE;8;B263;204
4751;Appartement;;;FORCOLI;8;B124;20130
4752;Maison;5002;;FOCE INCESA;8;B187;204
4753;Appartement;9004;;QRT OLIVETO;8;1015;204
4754;Appartement;2;RUE;GABRIEL PERI;0;600;204
4755;Appartement;10;RUE;MARECHAL ORNANO;0;870;204
4756;Appartement;5810;RES;HTS JARDINS PORTICCIO;18;A012;20247
4757;Appartement;5093;;PIETRA VARGHIA;8;B253;20269
4758;Appartement;3;RUE;PAUL COLONNA D ISTRIA;0;1049;20362
4759;Appartement;16;RES;L'ORTU DI L'OSU;18;A014;20362
4760;Appartement;9001;RES;CONSTELLATION;18;A120;204
4761;Appartement;132;;LES CLAIRIERES DE TREVOLE;8;B132;2020
4762;Appartement;10;RES;LES JARDINS DE TRABACCHINA;18;A078;20134
4763;Appartement;9368;;LDT SANTA GIULIA;8;403;2087
4764;Appartement;1;;JARDINS DE SUARTELLO;8;557;20185
4765;Appartement;5273;;PORTICCIO;8;B253;30133
4766;Appartement;85;CRS;NAPOLEON;4;970;30133
4767;Appartement;6;RUE;CONVENTIONNEL CHIAPPE;0;370;30133
4768;Appartement;1;RES;DU PARC LUCIE LAVEZZI;18;A087;303
4769;Appartement;11;AV;NAPOLEON 3;1;990;30189
4770;Appartement;;;QRT PORETTA;8;315;30189
4771;Appartement;120;;SOLENZARA;8;B222;30189
4772;Maison;5001;;CALIFORNIA;8;B077;3062
4773;Maison;6194;;VITRICCIA;8;B626;30189
4774;Appartement;9012;CHE;DE BIANCARELLO;5;160;30106
4775;Appartement;5220;;PADULE;8;B157;30189
4776;Appartement;5200;RES;CALA DI MARE;18;A010;30341
4777;Appartement;5620;;MURE;8;B056;30133
4778;Maison;5273;LOT;VICCIOLAJA;7;A280;30133
4779;Appartement;2;AV;LE CENTURION;1;100;30189
4780;Appartement;340;AV;DE LA LAUNE;1;206;30189
4781;Appartement;841;RTE;DE CARNON;3;95;30189
4782;Appartement;22;RUE;THEAULON;0;480;30189
4783;Appartement;4;RUE;ARNAVIELLE;0;590;3060
4784;Appartement;74;IMP;DES LUPINS;10;8415;30189
4785;Appartement;163;RUE;DE BRUNSWICK;0;1335;30169
4786;Appartement;6404;RTE;D AIGUES VIVES;3;6;30133
4787;Appartement;465;CHE;DES JUSTICES VIEILLES;5;4601;3082
4788;Maison;5495;CHE;NEUF;5;43;3062
4789;Appartement;18;RUE;DE VERDUN;0;8205;3062
4790;Appartement;616;AV;DE LA CONDAMINE;1;223;30189
4791;Maison;62;PL;DE LA SALICORNE;12;396;3047
4792;Appartement;56;AV;JEAN JAURES;1;192;30125
4793;Appartement;45;AV;GEORGES POMPIDOU;1;3714;30189
4794;Appartement;20;RUE;D AQUITAINE;0;450;303
4795;Appartement;21;RUE;DE LA MADELEINE;0;4930;30321
4796;Appartement;2;BD;GAMBETTA;15;3430;30133
4797;Maison;35;AV;DE LA GRANIERE;1;108;30133
4798;Appartement;10;RUE;DU PRINTEMPS;0;6600;30231
4799;Appartement;5;RTE;DE NIMES;3;146;30133
4800;Appartement;80;RUE;DES ANEMONES;0;42;303
4801;Maison;14;RUE;DE LA PICHOLINE;0;140;30189
4802;Appartement;6420;RTE;D AIGUES VIVES;3;6;30189
4803;Appartement;6408;RTE;D AIGUES VIVES;3;6;30189
4804;Appartement;14;RUE;DE L ASPIC;0;620;30189
4805;Appartement;13;RUE;DE LA REPUBLIQUE;0;195;30189
4806;Maison;12;IMP;DU COUSSOUN;10;251;30133
4807;Appartement;6;PL;DE L HOTEL DE VILLE;12;4210;30133
4808;Appartement;24;RUE;THEAULON;0;480;30189
4809;Appartement;8;RUE;DE LA MAZERE;0;200;30123
4810;Appartement;122;RUE;DE LA NACELLE;0;282;30189
4811;Appartement;79;AV;PETITE CAROLINE;1;310;303
4812;Appartement;5407;;MAS DU FESC;8;B181;3036
4813;Appartement;511;AV;JEAN JAURES;1;192;30189
4814;Appartement;4;RUE;DU 19 MARS 1962;0;152;30189
4815;Appartement;2;RUE;DU MAIL;0;4960;304
4816;Appartement;145;CHE;BONNE BRISE;5;1200;30133
4817;Appartement;1;RUE;DE BOURGOGNE;0;1270;30133
